18|1476061200|10|10|Oktober|Okt|2016|03|00|Montag|Mo|6|4|-9999|95|WSW|259|8|4|1025|5|70|Stark bewölkt|0|0|0|22|3|mostlycloudy|Wolkig
19|1476064800|10|10|Oktober|Okt|2016|04|00|Montag|Mo|6|4|-9999|94|WSW|252|8|4|1025|4|75|Stark bewölkt|0|0|0|22|3|mostlycloudy|Wolkig
20|1476068400|10|10|Oktober|Okt|2016|05|00|Montag|Mo|5|3|-9999|95|WSW|250|8|3|1025|4|75|Stark bewölkt|0|0|0|8|3|mostlycloudy|Wolkig
21|1476072000|10|10|Oktober|Okt|2016|06|00|Montag|Mo|5|3|-9999|92|WSW|250|8|3|1024|4|62|Stark bewölkt|0|0|0|8|3|mostlycloudy|Wolkig
22|1476075600|10|10|Oktober|Okt|2016|07|00|Montag|Mo|5|3|-9999|92|W|261|8|3|1024|4|56|Wolkig|0|0|0|8|2|partlycloudy|Teils Wolkig
23|1476079200|10|10|Oktober|Okt|2016|08|00|Montag|Mo|6|4|-9999|91|WSW|256|8|4|1025|4|40|Einige Schauer|0|0|0|30|12|chancerain|Regen möglich
24|1476082800|10|10|Oktober|Okt|2016|09|00|Montag|Mo|6|5|-9999|92|W|273|6|5|1025|5|45|Wolkig|0|0|0|24|2|partlycloudy|Teils Wolkig
25|1476086400|10|10|Oktober|Okt|2016|10|00|Montag|Mo|7|6|-9999|92|WNW|291|6|6|1024|6|51|Wolkig|1|0|0|23|2|partlycloudy|Teils Wolkig
26|1476090000|10|10|Oktober|Okt|2016|11|00|Montag|Mo|8|7|-9999|88|NW|306|8|7|1024|7|56|Wolkig|2|0|0|24|2|partlycloudy|Teils Wolkig
27|1476093600|10|10|Oktober|Okt|2016|12|00|Montag|Mo|9|9|-9999|82|NW|314|8|-9999|1024|7|60|Stark bewölkt|2|0|0|24|3|mostlycloudy|Wolkig
28|1476097200|10|10|Oktober|Okt|2016|13|00|Montag|Mo|10|10|-9999|76|NW|305|10|-9999|1023|6|64|Stark bewölkt|2|0|0|24|3|mostlycloudy|Wolkig
29|1476100800|10|10|Oktober|Okt|2016|14|00|Montag|Mo|11|11|-9999|76|NW|319|10|-9999|1023|6|61|Stark bewölkt|2|0|0|17|3|mostlycloudy|Wolkig
30|1476104400|10|10|Oktober|Okt|2016|15|00|Montag|Mo|11|11|-9999|75|NW|322|10|-9999|1023|6|60|Stark bewölkt|1|0|0|16|3|mostlycloudy|Wolkig
31|1476108000|10|10|Oktober|Okt|2016|16|00|Montag|Mo|10|10|-9999|73|NNW|331|10|-9999|1022|6|59|Wolkig|1|0|0|15|2|partlycloudy|Teils Wolkig
32|1476111600|10|10|Oktober|Okt|2016|17|00|Montag|Mo|10|10|-9999|74|NNW|336|10|-9999|1022|6|57|Wolkig|0|0|0|5|2|partlycloudy|Teils Wolkig
33|1476115200|10|10|Oktober|Okt|2016|18|00|Montag|Mo|9|9|-9999|76|NNW|334|8|-9999|1022|6|53|Wolkig|0|0|0|6|2|partlycloudy|Teils Wolkig
34|1476118800|10|10|Oktober|Okt|2016|19|00|Montag|Mo|8|7|-9999|79|NW|314|6|7|1022|5|45|Wolkig|0|0|0|7|2|partlycloudy|Teils Wolkig
35|1476122400|10|10|Oktober|Okt|2016|20|00|Montag|Mo|7|6|-9999|82|WNW|297|6|6|1022|4|38|Wolkig|0|0|0|16|2|partlycloudy|Teils Wolkig
36|1476126000|10|10|Oktober|Okt|2016|21|00|Montag|Mo|7|6|-9999|86|WNW|286|6|6|1022|4|41|Wolkig|0|0|0|17|2|partlycloudy|Teils Wolkig
